,ticker,company_name,marketcap_display,sell_side_rating,quant_rating,authors_rating,eps_revisions_category,growth_category,momentum_category,profitability_category,value_category,dividend_yield,is_top_tated
244,MTX,Minerals Technologies Inc.,2375399680,4.5,4.655421687,4,1,3,4,6,11,0.4072767,FALSE
245,CBZ,"CBIZ, Inc.",3562657540,4,4.686746988,4,2,4,4,8,10,,FALSE
246,MAKSY,Marks and Spencer Group plc,6514845200,5,4.695180723,3,2,4,2,6,6,0.39718068,FALSE
247,ORRF,"Orrstown Financial Services, Inc.",281745056,4,4.646987952,,2,4,4,10,6,3.0395136,FALSE
248,CRMD,CorMedix Inc.,303495680,4.25,4.701204819,,4,1,2,7,9,,FALSE
249,GBOOY,"Grupo Financiero Banorte, S.A.B. de C.V.",28670588900,5,4.672289157,,3,8,7,3,2,7.477504,FALSE
250,TYIDY,Toyota Industries Corporation,30108028900,3,4.731325301,,1,5,3,5,11,0.7042408,FALSE
251,ALFVY,Alfa Laval Corporate AB,17926948900,2,4.648192771,,1,4,5,4,11,1.6676887,FALSE
252,UNLYF,Unilever PLC,1.29637E+11,2,4.739759036,3.5,2,8,7,1,7,3.7110977,FALSE
253,IOVA,"Iovance Biotherapeutics, Inc.",3497899780,4.5,4.728915663,3.25,6,9,1,8,9,,FALSE
254,CESDF,CES Energy Solutions Corp.,968589820,4.25,4.656626506,,5,5,1,7,8,1.9170731,FALSE
255,USAC,"USA Compression Partners, LP Common Units",2474105860,2.6,4.677108434,,2,4,8,8,7,8.742714,FALSE
256,APAM,Artisan Partners Asset Management Inc.,3282508290,3,4.653012048,,2,6,7,3,6,5.974535,FALSE
257,SFM,"Sprouts Farmers Market, Inc.",6483586000,3,4.751807229,3.5,4,6,1,7,10,,FALSE
258,PBAM,"Private Bancorp of America, Inc.",196110896,4.66667,4.720481928,,1,6,7,9,2,,FALSE
259,CAPR,"Capricor Therapeutics, Inc.",167910848,4.5,4.66626506,,2,7,3,9,7,,FALSE
260,LC,LendingClub Corporation,1000083710,4.22222,4.691566265,3.5,4,7,2,1,1,,FALSE
261,VANI,"Vivani Medical, Inc.",91264248,4,4.727710843,,3,2,2,8,5,,FALSE
348,GBDC,Golub Capital BDC,2912363780,4,4.63253012,3.57143,4,3,3,3,2,10.895171,TRUE
263,SVM,Silvercorp Metals Inc.,569764350,4.6,4.684337349,4,2,6,4,5,9,0.7788162,FALSE
264,SNAP,Snap Inc.,26026879000,3.30952,4.757831325,3.88889,3,3,2,11,11,,FALSE
265,TPB,"Turning Point Brands, Inc.",515983776,5,4.704819277,5,1,5,2,5,10,0.90784514,FALSE
266,HNST,"The Honest Company, Inc.",289157696,3.83333,4.687951807,3,5,7,1,11,7,,FALSE
267,ZETA,Zeta Global Holdings Corp.,2752051460,4.63636,4.660240964,4,3,3,2,11,6,,FALSE
268,ZS,"Zscaler, Inc.",25822027800,4.44186,4.679518072,3.88889,2,2,5,4,10,,FALSE
269,SND,"Smart Sand, Inc.",90219624,3,4.721686747,5,2,6,5,11,6,,FALSE
270,PRDO,Perdoceo Education Corporation,1203080060,4,4.740963855,5,2,7,4,3,3,1.7993457,FALSE
395,GDRX,"GoodRx Holdings, Inc.",2613625600,3.75,4.597590361,4,3,3,4,3,6,,TRUE
272,JHG,Janus Henderson Group plc,5024468000,2.72727,4.715662651,3,1,9,5,5,7,5.0064187,FALSE
273,MBIN,Merchants Bancorp,1803556220,4.5,4.703614458,,2,6,2,7,9,0.7932692,FALSE
274,CRNX,"Crinetics Pharmaceuticals, Inc.",3547433470,4.5,4.668674699,4,5,2,2,7,10,,FALSE
275,VEL,"Velocity Financial, Inc.",565804930,4.5,4.639759036,,3,2,1,8,4,,FALSE
276,GOTU,Gaotu Techedu Inc.,1675817860,4.375,4.71686747,3,7,2,1,10,11,,FALSE
277,STOK,"Stoke Therapeutics, Inc.",602478270,4.55556,4.702409639,3,6,9,1,7,10,,FALSE
278,AMK,"AssetMark Financial Holdings, Inc.",2525110020,3.25,4.68313253,,1,3,3,4,11,,FALSE
279,OBDC,Blue Owl Capital Corporation,6251315200,4.16667,4.746987952,3.42857,3,3,4,2,2,8.603491,FALSE
280,BLDE,"Blade Air Mobility, Inc.",248175072,4.8,4.665060241,4,3,2,6,11,3,,FALSE
281,PROSY,Prosus N.V.,83584385000,5,4.737349398,4,1,2,5,7,6,0.16439061,FALSE
282,TALK,"Talkspace, Inc.",536060832,4.33333,4.690361446,4,5,9,1,4,9,,FALSE
283,NCNO,"nCino, Inc.",3432354050,3.75,4.707228916,2,1,1,7,6,9,,FALSE
234,HTGC,"Hercules Capital, Inc.",3093737980,3.88889,4.638554217,3.75,5,1,3,1,3,8.238342,TRUE
285,KYMR,"Kymera Therapeutics, Inc.",2223623420,4.11765,4.725301205,4,5,1,2,10,10,,FALSE
286,FROG,JFrog Ltd.,4277198340,4.4,4.675903614,4,4,1,1,5,11,,FALSE
287,TSHA,"Taysha Gene Therapies, Inc.",452584224,4.66667,4.743373494,3.5,6,3,1,10,8,,FALSE
288,AYRWF,Ayr Wellness Inc.,284606112,4.25,4.736144578,,6,8,1,2,2,,FALSE
289,BVS,Bioventus Inc.,317661280,4,4.713253012,,1,5,3,5,9,,FALSE
290,CGNT,Cognyte Software Ltd.,484906336,3.5,4.689156627,3,2,8,3,9,6,,FALSE
291,THNPY,Technip Energies N.V.,4217219330,3,4.726506024,,2,7,6,9,5,2.3765843,FALSE
292,ULCC,"Frontier Group Holdings, Inc.",1307496060,3.16667,4.64939759,3.5,3,1,7,11,1,,FALSE
293,SGHT,"Sight Sciences, Inc.",278079712,3.33333,4.659036145,,2,8,3,7,7,,FALSE
294,DTM,"DT Midstream, Inc.",5984834000,3,4.719277108,3.33333,2,7,4,11,10,4.551355,FALSE
295,RXST,"RxSight, Inc.",2107739900,4.625,4.744578313,3,5,3,1,6,10,,FALSE
296,COCO,"The Vita Coco Company, Inc.",1482853250,4.2,4.709638554,3.5,3,1,3,3,11,,FALSE
297,TCBX,"Third Coast Bancshares, Inc.",274286528,4,4.693975904,,2,3,4,10,6,,FALSE
298,HTCR,"HeartCore Enterprises, Inc.",17507860,,4.722891566,,1,1,4,11,3,2.3809524,FALSE
299,NXT,Nextracker Inc.,6202550300,4.31034,4.681927711,4,2,2,8,2,8,,FALSE
300,KUBTY,Kubota Corporation,18998308900,3,4.621686747,,2,5,7,10,6,2.0081718,FALSE
301,IAG,IAMGOLD Corporation,1805744510,3.25,4.581927711,3,4,1,2,9,8,,FALSE
302,NRG,"NRG Energy, Inc.",15817338900,3.54545,4.554216867,4,9,4,1,9,10,2.1314147,FALSE
303,WPP,WPP plc,10831792100,3,4.544578313,4,2,9,6,7,7,4.921895,FALSE
493,HITI,High Tide Inc.,174001568,4.66667,4.419239905,4.5,5,3,2,4,2,,TRUE
305,CRUS,"Cirrus Logic, Inc.",4530538500,4.44444,4.630120482,4,2,8,5,5,7,,FALSE
306,FITB,Fifth Third Bancorp,25369425900,3.70833,4.615662651,3.66667,5,6,2,3,7,3.7196765,FALSE
138,IBDRY,"Iberdrola, S.A.",77502005000,5,4.802409639,4,1,5,4,1,3,4.577721,TRUE
308,SU,Suncor Energy Inc.,48576868000,3.65,4.525301205,4.5,5,9,4,2,6,4.182736,FALSE
309,CENX,Century Aluminum Company,1484134910,3.66667,4.624096386,,7,2,1,7,3,,FALSE
310,LQDT,"Liquidity Services, Inc.",534515168,4.5,4.526506024,,1,5,7,6,8,,FALSE
311,KMB,Kimberly-Clark Corporation,45950689000,3.05,4.618072289,2.75,3,9,5,2,9,3.487946,FALSE
312,ERJ,Embraer S.A.,4719798800,4.15385,4.536144578,4.66667,7,5,1,9,7,,FALSE
313,CCL,Carnival Corporation & plc,18119743500,4.33333,4.545783133,3.25,4,1,5,3,9,,FALSE
314,CAG,"Conagra Brands, Inc.",14695649300,3.05556,4.539759036,4,3,9,7,5,5,4.5543265,FALSE
315,ATGE,Adtalem Global Education Inc.,1979781250,4.33333,4.607228916,3,1,2,4,5,7,,FALSE
316,NICE,NICE Ltd.,14061756400,4.6,4.551807229,4,3,7,5,3,11,,FALSE
317,ASH,Ashland Inc.,4733976100,4.41667,4.556626506,,2,5,8,5,11,1.6296296,FALSE
318,ULBI,Ultralife Corporation,197105136,5,4.584337349,5,6,4,1,9,8,,FALSE
319,SLM,SLM Corporation,4668962300,4.45455,4.537349398,,4,7,2,6,8,2.0705884,FALSE
320,GIS,"General Mills, Inc.",39512769000,3.13636,4.53253012,3.57143,3,7,7,3,8,3.3719103,FALSE
321,SPOK,"Spok Holdings, Inc.",318262112,5,4.604819277,3,2,6,5,5,4,7.951654,FALSE
322,FLS,Flowserve Corporation,6218036700,4.18182,4.589156627,3,3,3,4,6,9,1.7150116,FALSE
323,MBWM,Mercantile Bank Corporation,604212160,3.75,4.603614458,4,1,8,6,8,5,3.627634,FALSE
324,STT,State Street Corporation,22042992600,3.55556,4.628915663,3.5,3,6,8,7,9,3.6930652,FALSE
325,DVA,DaVita Inc.,12256441300,3,4.625301205,3,4,5,3,1,8,,FALSE
326,CMCO,Columbus McKinnon Corporation,1187774340,4.75,4.548192771,,3,7,6,7,11,0.6771463,FALSE
327,RS,"Reliance, Inc.",16441592800,3.71429,4.572289157,3,1,9,8,3,9,1.4320142,FALSE
328,UTHR,United Therapeutics Corporation,11319667700,4.23529,4.612048193,3,3,5,5,1,5,,FALSE
329,CM,Canadian Imperial Bank of Commerce,44084888000,3.23529,4.637349398,3,3,8,5,3,4,5.648464,FALSE
157,IBDSF,"Iberdrola, S.A.",77502005000,5,4.795180723,4,1,5,5,1,3,4.5461106,TRUE
331,HIG,"The Hartford Financial Services Group, Inc.",28753336300,3.85,4.634939759,4,4,6,2,3,10,1.841185,FALSE
332,COHR,Coherent Corp.,8249537500,4.05556,4.602409639,3.66667,3,9,2,6,7,,FALSE
476,IQ,"iQIYI, Inc.",4798315500,4.29167,4.343230404,4,4,3,3,2,5,,TRUE
334,DORM,"Dorman Products, Inc.",2761930750,3.5,4.580722892,4,2,7,4,6,10,,FALSE
335,AVAV,"AeroVironment, Inc.",4543641100,4.2,4.586746988,3.66667,4,1,2,11,10,,FALSE
336,WMMVY,"Wal-Mart de México, S.A.B. de C.V.",65787019000,3.66667,4.58313253,,2,3,9,2,8,,FALSE
337,XPO,"XPO, Inc.",12373283800,4.14286,4.585542169,5,4,5,1,10,11,,FALSE
338,JHX,James Hardie Industries plc,15101816800,2,4.627710843,3.5,2,3,4,3,11,,FALSE
339,HRTX,"Heron Therapeutics, Inc.",352490528,4.75,4.519277108,4,3,7,2,7,10,,FALSE
340,NGD,New Gold Inc.,1311900930,3,4.540963855,3.5,6,5,1,6,3,,FALSE
341,ARCC,Ares Capital,12651305000,4.26667,4.596385542,3.57143,4,1,7,2,2,9.208633,FALSE
342,SRCE,1st Source Corporation,1239178500,3.33333,4.575903614,,2,9,7,8,8,2.6086957,FALSE
343,CASH,"Pathward Financial, Inc.",1282857220,3.33333,4.534939759,4,1,9,8,7,10,0.39564788,FALSE
344,KKPNY,Koninklijke KPN N.V.,14357628900,3,4.619277108,4,2,7,5,3,6,4.4913936,FALSE
345,TTDKY,TDK Corporation,16981264400,5,4.561445783,,1,4,6,3,8,0.8691763,FALSE
346,STNG,Scorpio Tankers Inc.,3456954370,4.72727,4.613253012,4.33333,3,3,3,1,8,1.8034916,FALSE
347,TAL,TAL Education Group,7585250300,4.5,4.560240964,4,4,1,1,7,10,,FALSE
284,JAMF,Jamf Holding Corp.,2515333890,4.1,4.669879518,3.5,1,2,6,6,6,,TRUE
349,VIVHY,Vivendi SE,10490587100,5,4.527710843,,2,5,6,6,10,2.6767097,FALSE
350,ASAZY,ASSA ABLOY AB (publ),30008911900,5,4.569879518,3,3,6,7,3,9,1.8543462,FALSE
351,BSVN,Bank7 Corp.,257006896,3.66667,4.622891566,3,1,7,6,7,7,2.8396838,FALSE
352,CABGY,Carlsberg A/S,18994538500,4,4.528915663,3.5,1,7,8,8,5,2.9397483,FALSE
353,FUJIY,FUJIFILM Holdings Corporation,26496172000,5,4.608433735,,1,4,6,5,8,0.75027215,FALSE
354,IKTSY,Intertek Group plc,9865493500,3,4.636144578,,3,4,5,4,9,2.201583,FALSE
355,KLBAY,Klabin S.A.,4879179800,3,4.579518072,,1,6,9,6,3,4.8204045,FALSE
356,SXC,"SunCoke Energy, Inc.",828143490,4,4.590361446,4,1,9,8,6,2,3.857868,FALSE
357,ALSN,"Allison Transmission Holdings, Inc.",6453264400,3.22222,4.568674699,4.5,3,9,3,2,6,1.2742307,FALSE
358,GWRE,"Guidewire Software, Inc.",9232090100,4,4.601204819,4,3,5,4,7,11,,FALSE
359,IMMP,Immutep Limited,325708096,4.66667,4.609638554,4,1,8,3,6,9,,FALSE
360,MPLX,MPLX LP Common Units,42035732000,3.875,4.53373494,4,3,8,5,2,7,7.8143783,FALSE
361,WHF,WhiteHorse Finance,299138528,3.33333,4.531325301,2,4,3,9,2,2,11.732712,FALSE
362,HTBI,"HomeTrust Bancshares, Inc.",451185728,4.33333,4.574698795,,3,6,5,10,9,1.6116654,FALSE
363,CRTO,Criteo S.A.,1973413890,4.28571,4.631325301,4,3,9,3,7,10,,FALSE
364,NMIH,"NMI Holdings, Inc.",2550394110,4.11111,4.553012048,5,3,8,4,2,6,,FALSE
365,JAGGF,Jaguar Mining Inc.,164194112,4,4.591566265,4,4,7,1,7,2,,FALSE
366,AMPG,"AmpliTech Group, Inc.",21571990,4,4.562650602,,2,2,7,11,2,,FALSE
367,JTKWY,Just Eat Takeaway.com N.V.,3060891650,5,4.557831325,,1,1,7,11,6,,FALSE
368,GNK,Genco Shipping & Trading Limited,930278140,4.5,4.543373494,4,4,2,2,11,4,3.952206,FALSE
369,JD,"JD.com, Inc.",44789920000,4.41026,4.559036145,3.71429,4,8,5,1,3,2.5965152,FALSE
370,CCS,"Century Communities, Inc.",2542942460,2.6,4.54939759,4,2,8,5,9,6,1.1876484,FALSE
371,LNTH,"Lantheus Holdings, Inc.",4619679200,4.63636,4.571084337,3,1,4,6,1,6,,FALSE
372,LGRDY,Legrand SA,27098499100,3.5,4.598795181,,1,8,7,2,9,1.975848,FALSE
373,RPD,"Rapid7, Inc.",2794612990,3.66667,4.563855422,3,2,1,9,8,10,,FALSE
374,TEAM,Atlassian Corporation,44971713000,4.06667,4.522891566,2.6,2,3,9,3,10,,FALSE
375,EDVMF,Endeavour Mining plc,5159452200,5,4.521686747,3.5,2,5,9,9,4,3.8929207,FALSE
376,LYFT,"Lyft, Inc.",6393464800,3.25581,4.520481928,3.75,5,5,2,11,6,,FALSE
377,NET,"Cloudflare, Inc.",29913315300,3.46875,4.592771084,3,4,2,2,6,11,,FALSE
378,PR,Permian Resources Corporation,12681968600,4.36842,4.620481928,3,3,2,2,4,11,1.216545,FALSE
379,PTGX,"Protagonist Therapeutics, Inc.",1498918530,4.5,4.518072289,3,3,5,4,9,10,,FALSE
380,MCBS,"MetroCity Bankshares, Inc.",611233540,3,4.6,3,1,5,4,8,9,3.1340206,FALSE
381,JMPLY,Johnson Matthey Plc,4020445440,5,4.626506024,,1,8,8,7,3,4.418515,FALSE
382,BY,"Byline Bancorp, Inc.",986994560,3.6,4.614457831,,2,5,6,8,8,1.608579,FALSE
383,ZUO,"Zuora, Inc.",1447194240,4.14286,4.610843373,4,1,3,5,10,5,,FALSE
384,ROAD,"Construction Partners, Inc.",2697893630,4,4.606024096,,3,2,2,8,10,,FALSE
385,TENB,"Tenable Holdings, Inc.",5347000800,4.31818,4.56626506,3.5,2,4,7,6,11,,FALSE
386,RPAY,Repay Holdings Corporation,988965820,4,4.542168675,,4,5,1,7,11,,FALSE
175,PAGS,PagSeguro Digital Ltd.,3891503620,4.05882,4.798795181,4,3,5,3,5,2,,TRUE
388,AX,"Axos Financial, Inc.",3161695230,4.16667,4.593975904,4,3,3,2,7,6,,FALSE
389,KNRRY,Knorr-Bremse AG,11998566400,3,4.63373494,,1,6,5,5,8,2.1714423,FALSE
390,HOOK,HOOKIPA Pharma Inc.,88956144,4.4,4.565060241,4,1,7,3,11,4,,FALSE
391,VIST,"Vista Energy, S.A.B. de C.V.",4300174800,4,4.587951807,4,4,3,1,9,8,,FALSE
392,RTX,RTX Corporation,1.34354E+11,3.48,4.530120482,4,5,9,6,1,10,2.3315551,FALSE
393,APG,APi Group Corporation,10376277000,4.33333,4.546987952,3,4,5,3,8,8,,FALSE
394,NNOX,Nano-X Imaging Ltd.,529255936,5,4.595180723,2.5,2,8,3,5,8,,FALSE
458,PAGP,"Plains GP Holdings, L.P. Class A Shares",4136586750,3.82353,4.461995249,4,4,5,5,6,4,6.5804276,TRUE
396,MLTX,MoonLake Immunotherapeutics,2693549570,4.6,4.61686747,3,4,1,7,5,5,,FALSE
397,KUASF,Kuaishou Technology,32836116500,2,4.555421687,,1,1,7,3,11,,FALSE
398,GLUE,"Monte Rosa Therapeutics, Inc.",298845120,4.75,4.524096386,,1,5,4,8,7,,FALSE
399,INTR,"Inter & Co, Inc.",2216902140,3.33333,4.577108434,3.66667,3,2,1,6,10,0.5940594,FALSE
400,IMAX,IMAX Corporation,851953410,4.3,4.440617577,4,3,1,7,6,4,,FALSE
401,EXC,Exelon Corporation,37829976000,3.47368,4.314726841,4,3,9,8,5,7,3.858351,FALSE
402,OTTR,Otter Tail Corporation,3622475010,2.5,4.513253012,3,2,9,5,6,9,2.0528197,FALSE
403,SCCO,Southern Copper Corporation,89039774000,2.44444,4.46912114,3,4,8,2,1,11,3.2994704,FALSE
404,AEM,Agnico Eagle Mines Limited,31987222500,4.4,4.490498812,4.33333,3,7,3,3,11,2.49066,FALSE
405,NOK,Nokia Oyj,20171722800,3.72727,4.428741093,3,4,9,7,3,2,3.8257535,FALSE
406,PEP,"PepsiCo, Inc.",2.40794E+11,3.66667,4.508433735,3.4,5,7,7,1,11,2.8889523,FALSE
407,PAAS,Pan American Silver Corp.,6767814700,4.33333,4.421615202,2.66667,3,1,4,8,8,3.2310178,FALSE
408,PFE,Pfizer Inc.,1.53908E+11,3.68,4.319477435,4.15,6,8,8,1,6,6.07064,FALSE
409,TEVA,Teva Pharmaceutical Industries Limited,15834315800,3.92308,4.404988124,3.75,8,8,3,2,6,,FALSE
410,NOC,Northrop Grumman Corporation,71977878000,3.47826,4.40023753,3.5,4,6,7,3,11,1.5379238,FALSE
411,OSK,Oshkosh Corporation,7375284200,3.83333,4.416864608,3,3,3,5,7,6,1.4986255,FALSE
412,SPXC,"SPX Technologies, Inc.",5633472000,4.5,4.402612827,3,5,1,2,6,11,,FALSE
413,SPKKY,Spark New Zealand Limited,5072456700,3,4.352731591,,1,9,9,5,6,5.7890778,FALSE
414,IMO,Imperial Oil Limited,36193583000,3.33333,4.412114014,3,4,8,3,3,10,2.3039262,FALSE
415,AIT,"Applied Industrial Technologies, Inc.",6972790800,5,4.488123515,3.5,1,8,5,4,11,0.7861374,FALSE
416,LEN,Lennar Corporation,42078994000,3.85,4.433491686,3.33333,3,4,3,2,8,1.1477668,FALSE
417,AUDC,AudioCodes Ltd.,331347776,3,4.506024096,3.5,1,3,6,8,7,3.2816772,FALSE
418,MMS,"Maximus, Inc.",4927679000,4,4.435866983,,2,6,8,7,10,1.4367105,FALSE
419,MET,"MetLife, Inc.",51259015000,4.1875,4.385985748,3,7,2,4,1,9,2.8937118,FALSE
420,UNM,Unum Group,9955013600,3.90909,4.504819277,4,4,5,4,5,7,2.8147292,FALSE
482,QFIN,"Qifu Technology, Inc.",2883075580,4.71429,4.447743468,4,6,2,4,5,1,5.815832,TRUE
422,URI,"United Rentals, Inc.",43533828000,3.48,4.501204819,3,5,8,2,1,10,0.92847526,FALSE
423,EPD,Enterprise Products Partners L.P. Common Units,60239028000,4.45455,4.51686747,4.29412,4,8,8,3,7,7.3179526,FALSE
424,THRM,Gentherm Incorporated,1643004930,3.66667,4.445368171,,1,3,6,8,10,,FALSE
425,TNP,Tsakos Energy Navigation Limited,758884100,5,4.40736342,4,5,1,3,7,2,2.332815,FALSE
426,KEY,KeyCorp,13868234800,4.08696,4.321852732,3.66667,9,7,2,5,4,5.574439,FALSE
427,HNI,HNI Corporation,1980328190,5,4.409738717,3,3,6,4,7,6,3.0570815,FALSE
428,LECO,"Lincoln Electric Holdings, Inc.",12481705000,3.66667,4.300475059,2.5,3,6,6,2,11,1.2310218,FALSE
429,BHC,Bausch Health Companies Inc.,3208386300,3.125,4.362232779,4,5,3,5,2,1,,FALSE
430,GFF,Griffon Corporation,3321796610,4.5,4.371733967,3,5,2,1,4,10,0.818696,FALSE
431,SAN,"Banco Santander, S.A.",76463079000,4,4.414489311,4,7,1,2,3,4,3.9261458,FALSE
432,CGEN,Compugen Ltd.,178165088,5,4.350356295,,7,8,1,10,7,,FALSE
433,EWBC,"East West Bancorp, Inc.",10511982600,4.64286,4.452494062,3,4,6,2,5,9,2.6336687,FALSE
434,PAA,"Plains All American Pipeline, L.P. Common Units",11869132800,3.65217,4.30760095,3.8,7,6,5,6,5,6.910809,FALSE
435,AEL,American Equity Investment Life Holding Company,4459104300,3,4.326603325,,4,3,5,3,8,0.6766382,FALSE
436,GPOR,Gulfport Energy Corporation,2725317120,4.375,4.383610451,3,8,6,2,2,2,,FALSE
437,TRV,"The Travelers Companies, Inc.",48809943000,3.46154,4.393111639,3.5,6,4,4,1,10,1.8766127,FALSE
438,WTFC,Wintrust Financial Corporation,6057606700,4.66667,4.33847981,4,4,7,3,7,10,1.6816144,FALSE
439,AOS,A. O. Smith Corporation,12142819300,3.21429,4.454869359,3,3,7,6,2,11,1.521923,FALSE
440,PFBC,Preferred Bank,1047312060,4,4.397862233,4,4,6,2,7,5,3.196931,FALSE
441,PBH,Prestige Consumer Healthcare Inc.,3531057410,4.42857,4.514457831,,3,6,4,2,11,,FALSE
442,AER,AerCap Holdings N.V.,16577126400,4.55556,4.331353919,4,7,9,3,1,2,,FALSE
443,WES,"Western Midstream Partners, LP Common Units",13065808900,3.46667,4.328978622,4.28571,5,4,3,5,7,7.5349445,FALSE
444,MAIN,Main Street Capital,4261870590,3.42857,4.485748219,3.54545,4,6,3,1,6,5.59322,FALSE
445,KRYAY,Kerry Group plc,15001144300,3,4.345605701,3,1,6,9,5,11,1.4382976,FALSE
446,ITUB,Itaú Unibanco Holding S.A.,55205413000,3.85714,4.359857482,4,5,6,8,1,8,1.5109032,FALSE
447,CACI,CACI International Inc,9090246700,4.35714,4.305225653,3.66667,4,8,4,7,9,,FALSE
448,AKO.B,Embotelladora Andina S.A.,2370119420,3.625,4.324228029,4,5,8,3,5,2,6.3988185,FALSE
449,LUNMF,Lundin Mining Corporation,8676247600,3.72727,4.502409639,3.5,7,1,2,8,3,2.3898807,FALSE
450,NOTV,"Inotiv, Inc.",101099464,5,4.473871734,3,2,3,5,3,2,,FALSE
451,SMGZY,Smiths Group plc,6918401000,5,4.43824228,,1,8,9,6,8,2.602239,FALSE
452,SGRP,"SPAR Group, Inc.",44073044,5,4.495249406,,6,8,1,7,3,,FALSE
453,CFRUY,Compagnie Financière Richemont SA,82435293000,4,4.510843373,3,2,5,8,2,11,1.9879519,FALSE
454,FDUS,Fidus Investment,627334020,3.83333,4.302850356,3.33333,5,2,7,3,2,8.207132,FALSE
455,VIPS,Vipshop Holdings Limited,8124745200,4.45833,4.376484561,4,3,5,8,3,2,2.870494,FALSE
456,ADT,ADT Inc.,5857667600,3.85714,4.497624703,3,1,2,6,4,7,2.4615386,FALSE
457,FOXA,Fox Corporation,14298340400,3.5,4.36935867,4,3,8,7,5,9,1.659751,FALSE
90,ROIV,Roivant Sciences Ltd.,9033533400,4.5,4.919277108,4,3,2,5,1,1,,TRUE
459,MUSA,Murphy USA Inc.,8572498400,3.75,4.507228916,4,3,5,2,4,10,0.38853812,FALSE
460,BURL,"Burlington Stores, Inc.",11369183200,4.13636,4.298099762,3.5,3,4,5,6,11,,FALSE
461,BUR,Burford Capital Limited,3400549890,5,4.515662651,4,4,1,5,1,9,0.80853814,FALSE
462,BABA,Alibaba Group Holding Limited,1.83763E+11,4.48889,4.426365796,4.02778,9,8,8,1,7,1.324328,FALSE
463,MGNI,"Magnite, Inc.",1260212860,4.5,4.357482185,3.5,1,4,7,4,8,,FALSE
480,SILV,SilverCrest Metals Inc.,1237186180,3.75,4.492874109,4,4,2,1,1,5,,TRUE
465,HUBS,"HubSpot, Inc.",30857658400,4.19355,4.5,2.33333,4,3,4,6,11,,FALSE
466,COLL,"Collegium Pharmaceutical, Inc.",1235623170,4,4.43111639,3,6,5,2,1,3,,FALSE
467,BLD,TopBuild Corp.,12981746700,4.15385,4.509638554,3,3,7,1,3,11,,FALSE
468,VRME,"VerifyMe, Inc.",19742608,4,4.480997625,,7,1,1,10,5,,FALSE
469,GMS,GMS Inc.,3713290750,3.66667,4.355106888,,4,8,3,5,4,,FALSE
15,SKYW,"SkyWest, Inc.",2949811710,4.25,4.959036145,4.5,3,1,1,6,2,,TRUE
471,EVVTY,Evolution AB (publ),23811414000,5,4.423990499,4.33333,2,4,7,1,11,2.5955675,FALSE
472,NEXA,Nexa Resources S.A.,978721340,2.5,4.333729216,,3,3,3,9,3,,FALSE
473,FINV,FinVolution Group,1265445380,4.625,4.457244656,4.5,8,1,9,2,1,4.86653,FALSE
474,GTES,Gates Industrial Corporation plc,4292953600,4.2,4.364608076,4,4,8,3,6,6,,FALSE
475,CEPU,Central Puerto S.A.,1976367490,3,4.442992874,3,6,2,1,2,1,8.7221985,FALSE
543,SBLK,Star Bulk Carriers Corp.,2781276160,4.85714,4.252969121,3.75,5,4,4,2,3,5.784114,TRUE
477,STIM,"Neuronetics, Inc.",106559760,4,4.388361045,,7,7,2,6,6,,FALSE
478,ARLO,"Arlo Technologies, Inc.",1179996930,4.4,4.312351544,4,4,4,2,9,9,,FALSE
479,OZK,Bank OZK,5154478100,3.4,4.478622328,4,3,5,4,6,6,3.3010564,FALSE
387,STNE,StoneCo Ltd.,4863656400,3.77778,4.56746988,4.28571,4,1,4,4,6,,TRUE
481,CWBHF,"Charlotte's Web Holdings, Inc.",29213862,4,4.366983373,,1,1,9,5,2,,FALSE
194,SLVM,Sylvamo Corporation,2611255040,4,4.868674699,4,2,2,2,5,4,1.8259765,TRUE
483,ZM,"Zoom Video Communications, Inc.",18948751400,3.45714,4.450118765,3.63636,3,6,8,2,7,,FALSE
484,IDYA,"IDEAYA Biosciences, Inc.",3078807300,4.7,4.347980998,4,4,6,2,5,11,,FALSE
485,LHX,"L3Harris Technologies, Inc.",40164815000,4.08,4.340855107,4,4,7,7,5,10,2.1629279,FALSE
486,IPHA,Innate Pharma S.A.,190771168,4.25,4.378859857,,2,6,7,6,1,,FALSE
487,UPHL,"UpHealth, Inc.",16777258,5,4.381235154,,1,5,4,5,7,,FALSE
488,PCOR,"Procore Technologies, Inc.",9983639600,4.11111,4.512048193,4,3,2,7,8,10,,FALSE
489,PCVX,"Vaxcyte, Inc.",6929064400,4.88889,4.395486936,,5,1,5,7,5,,FALSE
490,DDI,"DoubleDown Interactive Co., Ltd.",519815584,5,4.336104513,,6,8,3,8,1,,FALSE
491,SGHC,Super Group (SGHC) Limited,1634666370,3.75,4.471496437,,2,9,6,6,6,,FALSE
492,KPLT,"Katapult Holdings, Inc.",55408356,3,4.309976247,,7,1,6,4,1,,FALSE
304,TPR,"Tapestry, Inc.",9057669100,4.09091,4.573493976,3.5,3,3,5,3,5,3.418587,TRUE
494,VMEO,"Vimeo, Inc.",612826370,3.85714,4.503614458,3,2,3,6,7,10,,FALSE
495,RERE,ATRenew Inc.,454331616,5,4.483372922,4.5,5,1,2,10,1,,FALSE
496,SSBK,"Southern States Bancshares, Inc.",221836160,4,4.464370546,,2,9,8,8,8,1.4434643,FALSE
